Image,Nom,Description,Pouvoir,Niveau,PV,Att Phys,Def Phys,Att Mag,Def Mag,PA,PM,Initiative,XP,Butin,Localisation
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1495789146257/univers/ludus/bestiaire/villageois%20agressif.jpg?height=196&width=200,Chtonien Agressif,Oh !  ça se fait pas de rentrer chez les gens comme ça ! , Impossible de fuir tant que vous avez au moins la moitié de vos PV, 25,, 90, 80, 0, 80, 8, 7, 1500, 250,,Chtonia
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1477740213475/univers/ludus/bestiaire/300px-Naga_Royal_Guard_TCG.jpg?height=155&width=200,Naga Craquelé,Sa tête est mise a pris à Garriot. , Sphère d'AuraDague de stalactite, 25,, 60, 50, 60, 50, 7, 5, 500, 500,4 et 10 : Poudre Psy,Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1478599316519/univers/ludus/bestiaire/Gronns%20Korhol.jpg?height=107&width=200,Gronns Korhol,Exilé à Garriot on raconte qu'il se cache à proximité d'Akalabeth., Grâce a ses équipements : Ne peut être immobilisé et +1 POCri de Guerre, 25,, 60, 50, 30, 50, 8, 5, 600, 2500,"4 : Plastron d'Orc
12 : Lance du Traqueur de Gronns Korhol (unique)",Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1560345405401/univers/ludus/bestiaire/636376346968079714.jpeg?height=138&width=200,Monticule de Lianes,"Les végétaux sont des êtres vivants, et ils sont là pour nous le rappeler", Corps Souple. Les attaques feu lui font deux fois plus de dommage.RoncesCorde RampanteConstriction au contact, 26,, 90, 75, 87, 75, 9, 2, 700, 600,,Banquioria
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1560345758965/univers/ludus/bestiaire/7e8bef18d2361cc3789bd5914aa15812.jpg?height=200&width=122,Serpent géant,, Coup de QueueCrocs BestialsÉtreinteJet d'AcideMue, 26,, 110, 80, 80, 80, 8, 10, 1200, 650,"7 : Peau de Serpent
12 : Dent de Serpent",Banquioria
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1488638599660/univers/ludus/bestiaire/goblin4864.jpg?height=200&width=173,Gobelin Éclaireur,"Avant garde de hordes de gobelin, ceux ci sont les plus faible mais déjà dangereux.", Vol à l'ArrachéCoopérationLancer de couteau empoisonné, 26,, 80, 60, 15, 75, 8, 6, 900, 550,"2 : Bracelet du Gobelin
12 : Dague de Gobelin",Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1597917623514/univers/ludus/bestiaire/ent.jpg?height=200&width=126,Petit Tréant,, Connexion à la TerreMégalitheRoncesSéisme, 27,, 90, 85,110 , 85, 8,5 , 1 800,700 ,"5 : Champignon
12 : Herbe Médicinale",
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1601214674248/univers/ludus/bestiaire/gardes.jpg?height=200&width=121,Sentinelle des Forces de la Libération,"Gardiens du camp. Rarement seul, ils compte sur le nombre pour intimider.", AttentionSignal d'AlerteSoutienArbalète de Brigand : PO : 8PO +2, 27,, 105, 80,15,80 ,8 , 6, 2 200,750 ,"2 : Arbalète de Brigand
12 : Cor d'alerte",
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1601215917929/univers/ludus/bestiaire/p1-full.jpg?height=200&width=200, Forces Armées de la Libération,"Après avoir pillé un étage du vaisseau, ces combattants sont tout équipés"," PropulsionSoutienPremiers secoursSpeed Mécha(Attaque 250 technologique, PO : 4)intelligent", 29,, 20,100 ,20 , 100, 8, 6,1 100 , 800,"2 : Mitraillette laser
12  : Exosquelette Ancien",Banquioria
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1601226628664/univers/ludus/bestiaire/m%C3%A9cha%20force%20de%20la%20libert%C3%A9.jpg?height=200&width=200,,"L'exploration s'est toujours utile, maintenant les forces de la liberté en sont convaincu. Trouvé par hasard des jouets comme ca, ca va faire des jaloux ! ou des morts...", intelligentMissile SpatialMécha LaserAtt Tech 200PO : 5Ne peut être immobiliséA l'intérieur : Un homme des forces armées de la libération, 30,, 130, 0, 0, 0, 6, 3, 450, 2000,12 : Mécha Ancien cassé (acquisition),Banquioria
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1495961914982/univers/ludus/bestiaire/mo-dragon-guarding-treasure.jpg?height=133&width=200,Le Trâgu,Ce dragon convoite les richesses. On raconte qu'il repose dans une caverne pleine de trésors., Corps imposant (il nécessite plusieurs cases pour le combat)Mort SubiteIncinération, 30,, 225, 220, 275,220 , 8, 3, 1 000,10 000 ,"2 : Griffe de Dragon
7 : 1000 crédits
6 et 8 :500 crédits
12 : Écaille de Dragon",Caverne Trâgu
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1477740353385/univers/ludus/bestiaire/troll.jpg?height=200&width=152,Trool Uroge,De nombreux chasseur de tête s'y sont confronté. Le fait qu'il soit toujours en liberté explique ce qui est arrivé aux chasseurs de tête., Ne peut être immobilisé.Ennemi intelligent MétamorphoseBerserkTranspositionCoup puissant, 30,, 80, 80, 50, 100, 6, 4, 600, 3000,7 : Os de Troll,Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1536228899147/univers/ludus/bestiaire/SPIDER.png9E3D966B-96E7-4DB1-BCC4-1D204341FFF9Default.jpg?height=150&width=200,Araignée Gardienne,Si vous apercevez ces araignées c'est que vous êtes à l'entrée d'un repère d'une reine insecte., Toile GluanteJet AcideExplosion d'AcideAttraction, 31,, 80, 110, 100, 120, 9, 6, 750, 810,"5 : Fil de Soie
11 : Patte d'araignée",Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1477740459587/univers/ludus/bestiaire/orque1.jpg?height=182&width=200,Orc des Montagnes,"Plus le niveau des Orcs est élevé, plus ils ont de force et d'odeur et moins ils ont d'intelligence.", Ennemi Intelligent mais pas trop...TunnelCoup CritiqueFierté déplacéeNon immobilisable, 32,, 100, 90, 0, 90, 6, 6, 800, 4000,"2 : Plastron d'Orc
12:Dent d'Orc",Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1560346081579/univers/ludus/bestiaire/2d9b3ae599e906a529996a81549b836a--serpents-mythical-creatures.jpg?height=200&width=150,Mère des Serpents Géants,"Bien qu’extrêmement imposant, ce serpent est d'une extrême agilité et rapidité, et ses petits ne sont jamais très loin.", Coup de QueueCrocs BestialsGaz soporifiqueJet d'AcideMueTunnel, 32,, 130, 110, 90, 110, 8, 6, 1500, 8000,"2 : Pics Vénéneux
7 : Peau de Serpent
10 : Dent de Serpent
12 : Dent de Serpent Géante",Banquioria
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1476436822259/univers/ludus/bestiaire/dragon2.jpg?height=131&width=200,Dragon Puissant,, Connexion à la TerreTempête de FeuBrume de DissipationCréature IntelligenteEnnemi volant, 33,, 150, 100,110 ,110 , 9, 5, 1000, 5000,"3 : Écaille de Dragon
6 : Griffe de Dragon
8 : griffe de Dragon
11 : Écaille de Dragon
12 : Gemme de Portée",Territoire des Dragons de Greyhawk
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1536239455722/univers/ludus/bestiaire/gobelin%20guerrier.jpg?height=200&width=160,Gobelin Guerrier,,   Banzaï !CoopérationBouclierContraction, 36,, 220, 95, 0, 95, 9, 6, 950, 910,"2 : Massue du Gobelin
12 : Bouclier du Gobelin",Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1627225857289/univers/ludus/bestiaire/b9129ef58e80ca83a82c7f0e0f2b125c.jpg?height=186&width=200,Gobelin Monté des Cavernes,, ChargeJet D'acideAttractionExplosion d'AcideToile GluanteLe gobelin guerrier peut choisir de descendre de sa monture a son tour de jeu., 36,, 90, 140, 160, 140, 9, 6, 1700, 700,"5 : Fil de Soie
11 : Patte d'araignée",Garriot
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1521997964854/univers/ludus/bestiaire/Blob%20dragon.jpg?height=200&width=200,Blob Dragon,"Mère des Blobs, Ne pas l'attaquer avec son arme sous peine qu'elle soit dissoute.  ", Jet d'AcideJet d'Oeufs de blobsRéduit par 2 les dommages physiques.MueCréature Intelligente, 41,, X, 0, 380, 320, 9, 3, 1000, 6400,,Greyhawk
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1536048259428/univers/ludus/bestiaire/dragon%20feu.jpg?height=158&width=200,Dragon des Laves,, Donne l'état Incendié au corps à corps. Brume de DissipationTempête de FeuCamouflageConnexion à la TerreCréature IntelligenteEnnemi volant, 46,, 300, 375, 320, 400, 10, 8, 2500, 8500,"3 : Écaille de Dragon
6 : Griffe de Dragon
8 : griffe de Dragon
11 : Écaille de Dragon
12 : Pics de Flamme",Greyhawk
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1476436890044/univers/ludus/bestiaire/dragon%203.jpg?height=124&width=200,Dragon Terrifiant,,Tempête de FeuConnexion à la TerreBrume de DissipationProvocationCréature IntelligenteEnnemi volant, 50,, 500, 475, 500, 475, 10, 10, 3000, 10 000,"3 : Écaille de Dragon
6 : Griffe de Dragon
8 : griffe de Dragon
11 : Écaille de Dragon
12 : Gemme d'Action", Territoire des Dragons de Greyhawk. Dans vos pires cauchemards
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1505554704279/univers/ludus/bestiaire/garde%20chtonien.jpg?height=200&width=173,Garde Chtonien,Ils ne sont pas la pour veiller sur la sécurité de la ville pour rien. ,Leurs équipements les empêchent d'être immobilisé et d'avoir des changements de statut.Ennemi IntelligentTéléportationBrume de DissipationFracassementPaix ForcéeSoins Majeurs, 50,, 500, 450, 500, 450, 10, 6, 5000, 12 000,,Chtonia
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1488318617407/univers/ludus/bestiaire/18328-640.jpg?height=160&width=200,Loup d'Orgrimmar,Aussi utilisé comme monture pour les plus puissants guerriers de diverses hordes.," Crocs BestialesPeut être utilisé comme monture lors d'un match. Si la monture est immobilisé, le chevaucheur ne l'est pas.", 50,, 1000,1000 , 0, 1500,6 , 6, 50 000,7500 ,,
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1476125754613/univers/ludus/bestiaire/l%C3%A9viathan.jpg?height=117&width=200,Léviathan,, Eau Brouillée (=Brume de Dissimulation), 100,, 10000, 10000, 0, 10000, 9, 4, 100, 100 000,7 : Trésor des Atlantes,Dimension des Atlantes
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1464024473645/univers/ludus/bestiaire/kraken.jpg?height=114&width=200,Kraken,, TsunamiRayon Destructeur, 120,, 12000, 10 000, 20000, 10000, 9, 3, 1 000 000, 100 000,"7 : Tentacule de Poulpe
12 :Trident de Poséidon(déjà pris)",
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1465399607056/univers/ludus/bestiaire/thrall.jpg,Thrall,, Lancer de hacheBrume de DissipationSéismeConnexion à la TerreFracassementsi marteauInvocation du Loup d'Orgrimmar si cor de Thrall, 120,, 12 250, 10 500, 15 000, 15 250, 10,  4, 10 000 000, 100 001,"5/6/7/8:dent d'orc
11 : Cor  de Thrall (unique)
12: Marteau de Thrall (unique et déjà pris)", Gariott
https://sites.google.com/site/oasisfoyerstg/_/rsrc/1553091541445/univers/ludus/bestiaire/502fb51c395b3514a6bb4cf1f38d052d--dragon-artwork-mythical-dragons.jpg?height=200&width=157,"Long, le 7eme Dragon Céleste",Dragon se déplacant dans l'espace interplanétaire. Long est référencé 7eme dans le classement des dragon Céleste.., Inconnu, 200,, ???, ???, ???, ???, ?, ?, ?, 150 000,?,"Se déplace de planète en planète, est surveillé par un observatoire spatial. "
